symbol,price,marketCap,beta,lastDividend,range,change,changePercentage,volume,averageVolume,companyName,currency,cik,isin,cusip,exchangeFullName,exchange,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
IBM,284.73,265231473775,0.724,6.7,203.51-301.04,-2.78,-0.96692,11266809,5316170.0,International Business Machines Corporation,USD,0000051143,US4592001014,459200101,New York Stock Exchange,NYSE,Information Technology Services,https://www.ibm.com,"International Business Machines Corporation provides integrated solutions and services worldwide. The company operates through four business segments: Software, Consulting, Infrastructure, and Financing. The Software segment offers hybrid cloud platform and software solutions, such as Red Hat, an enterprise open-source solutions; software for business automation, AIOps and management, integration, and application servers; data and artificial intelligence solutions; and security software and services for threat, data, and identity. This segment also provides transaction processing software that supports clients' mission-critical and on-premise workloads in banking, airlines, and retail industries. The Consulting segment offers business transformation services, including strategy, business process design and operations, data and analytics, and system integration services; technology consulting services; and application and cloud platform services. The Infrastructure segment provides on-premises and cloud-based server and storage solutions for its clients' mission-critical and regulated workloads; and support services and solutions for hybrid cloud infrastructure, as well as remanufacturing and remarketing services for used equipment. The Financing segment offers lease, installment payment, loan financing, and short-term working capital financing services. The company was formerly known as Computing-Tabulating-Recording Co. International Business Machines Corporation was incorporated in 1911 and is headquartered in Armonk, New York.",Arvind Krishna,Technology,US,270300,914 499 1900,One New Orchard Road,Armonk,NY,10504,https://images.financialmodelingprep.com/symbol/IBM.png,1915-09-24,False,False,True,False,False
DAL,59.317,38731792509,1.503,0.75,34.74-69.98,-0.683,-1.13833,3961000,8185534.0,"Delta Air Lines, Inc.",USD,0000027904,US2473617023,247361702,New York Stock Exchange,NYSE,"Airlines, Airports & Air Services",https://www.delta.com,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery. Its domestic network centered on core hubs in Atlanta, Minneapolis-St. Paul, Detroit, and Salt Lake City, as well as coastal hub positions in Boston, Los Angeles, New York-LaGuardia, New York-JFK, and Seattle; and international network centered on hubs and market presence in Amsterdam, Mexico City, London-Heathrow, Paris-Charles de Gaulle, and Seoul-Incheon. The company sells its tickets through various distribution channels, including delta.com and the Fly Delta app, reservations, online travel agencies, traditional brick and mortar, and other agencies. It also provides aircraft maintenance and engineering support, repair, and overhaul services; and vacation packages to third-party consumers, as well as aircraft charters, and management and programs. The company operates through a fleet of approximately 1,200 aircrafts. Delta Air Lines, Inc. was founded in 1924 and is based in Atlanta, Georgia.",Edward H. Bastian,Industrials,US,100000,404 715 2600,PO Box 20706,Atlanta,GA,30320-6001,https://images.financialmodelingprep.com/symbol/DAL.png,2007-05-03,False,False,True,False,False
SNX,154.11,12788964446,1.329,1.76,92.23-167.76,2.95,1.95157,164901,687179.0,TD SYNNEX Corporation,USD,0001177394,US87162W1009,87162W100,New York Stock Exchange,NYSE,Technology Distributors,https://www.tdsynnex.com,"TD SYNNEX Corporation provides business process services in the United States and internationally. The company distributes PC systems, mobile phones and accessories, printers, peripherals, supplies, endpoint technology software, consumer electronics, information technology (IT) systems including data center server and storage solutions, system components, software, networking, communications and security equipment, consumer electronics, and complementary products. It also provides systems design and integration solutions, build-to-order, and configure-to-order assembly capabilities; logistics services that comprise outsourced fulfillment, virtual distribution, and direct ship to end-users; cloud services; online services; and financing services comprising net terms, third party leasing, floor plan financing, and letters of credit backed financing and arrangements. In addition, the company offers marketing services, such as direct mail, external media advertising, reseller product training, targeted telemarketing campaigns, trade shows, trade groups, database analysis, print on demand services, and web-based marketing. It serves resellers, system integrators, and retailers. The company was formerly known as SYNNEX Corporation and changed its name to TD SYNNEX Corporation in September 2021. TD SYNNEX Corporation was incorporated in 1980 and is headquartered in Fremont, California.",Patrick Zammit,Technology,US,23000,510 656 3333,44201 Nobel Drive,Fremont,CA,94538,https://images.financialmodelingprep.com/symbol/SNX.png,2003-11-25,False,False,True,False,False
UAL,96.065,31099889913,1.457,0.0,52-116,-0.205,-0.21294,3879866,5753775.0,"United Airlines Holdings, Inc.",USD,0000100517,US9100471096,910047109,NASDAQ Global Select,NASDAQ,"Airlines, Airports & Air Services",https://www.united.com,"United Airlines Holdings, Inc., through its subsidiaries, provides air transportation services in North America, Asia, Europe, Africa, the Pacific, the Middle East, and Latin America. The company transports people and cargo through its mainline and regional fleets. It also offers catering, ground handling, training, and maintenance services for third parties. The company was formerly known as United Continental Holdings, Inc. and changed its name to United Airlines Holdings, Inc. in June 2019. United Airlines Holdings, Inc. was incorporated in 1968 and is headquartered in Chicago, Illinois.",J. Scott Kirby,Industrials,US,109200,872 825 4000,233 South Wacker Drive,Chicago,IL,60606,https://images.financialmodelingprep.com/symbol/UAL.png,2006-02-06,False,False,True,False,False
COP,90.535,113072992126,0.635,3.12,79.88-115.38,3.125,3.57511,3380866,6534821.0,ConocoPhillips,USD,0001163165,US20825C1045,20825C104,New York Stock Exchange,NYSE,Oil & Gas Exploration & Production,https://www.conocophillips.com,"ConocoPhillips explores for, produces, transports, and markets crude oil, bitumen, natural gas, liquefied natural gas (LNG), and natural gas liquids worldwide. It primarily engages in the conventional and tight oil reservoirs, shale gas, heavy oil, LNG, oil sands, and other production operations. The company's portfolio includes unconventional plays in North America; conventional assets in North America, Europe, Asia, and Australia; various LNG developments; oil sands assets in Canada; and an inventory of conventional and unconventional exploration prospects. ConocoPhillips was founded in 1917 and is headquartered in Houston, Texas.",Ryan M. Lance,Energy,US,11800,281 293 1000,925 North Eldridge Parkway,Houston,TX,77079-2703,https://images.financialmodelingprep.com/symbol/COP.png,1981-12-31,False,False,True,False,False
TJX,142.81,158948080390,0.921,1.6,111.73-146.46,-0.25,-0.17475,1130728,4969503.0,"The TJX Companies, Inc.",USD,0000109198,US8725401090,872540109,New York Stock Exchange,NYSE,Apparel - Retail,https://www.tjx.com,"The TJX Companies, Inc., together with its subsidiaries, operates as an off-price apparel and home fashions retailer. It operates through four segments: Marmaxx, HomeGoods, TJX Canada, and TJX International. The company sells family apparel, including footwear and accessories; home fashions, such as home basics, furniture, rugs, lighting products, giftware, soft home products, decorative accessories, tabletop, and cookware, as well as expanded pet, kids, and gourmet food departments; jewelry and accessories; and other merchandise. As of February 23, 2022, it operated 1,284 T.J. Maxx, 1,148 Marshalls, 850 HomeGoods, 59 Sierra, and 39 Homesense stores, as well as tjmaxx.com, marshalls.com, and sierra.com in the United States; 293 Winners, 147 HomeSense, and 106 Marshalls stores in Canada; 618 T.K. Maxx and 77 Homesense stores, as well as tkmaxx.com in Europe; and 68 T.K. Maxx stores in Australia. The company was incorporated in 1962 and is headquartered in Framingham, Massachusetts.",Ernie L. Herrman,Consumer Cyclical,US,364000,508 390 1000,770 Cochituate Road,Framingham,MA,01701,https://images.financialmodelingprep.com/symbol/TJX.png,1987-06-26,False,False,True,False,False
ABBV,228.87,404312187364,0.507,6.56,163.81-244.81,0.19,0.08308553,2259003,5412442.0,AbbVie Inc.,USD,0001551152,US00287Y1091,00287Y109,New York Stock Exchange,NYSE,Drug Manufacturers - General,https://www.abbvie.com,"AbbVie Inc. discovers, develops, manufactures, and sells pharmaceuticals in the worldwide. The company offers HUMIRA, a therapy administered as an injection for autoimmune and intestinal Behçet's diseases; SKYRIZI to treat moderate to severe plaque psoriasis in adults; RINVOQ, a JAK inhibitor for the treatment of moderate to severe active rheumatoid arthritis in adult patients; IMBRUVICA to treat adult patients with chronic lymphocytic leukemia (CLL), small lymphocytic lymphoma (SLL), and VENCLEXTA, a BCL-2 inhibitor used to treat adults with CLL or SLL; and MAVYRET to treat patients with chronic HCV genotype 1-6 infection. It also provides CREON, a pancreatic enzyme therapy for exocrine pancreatic insufficiency; Synthroid used in the treatment of hypothyroidism; Linzess/Constella to treat irritable bowel syndrome with constipation and chronic idiopathic constipation; Lupron for the palliative treatment of advanced prostate cancer, endometriosis and central precocious puberty, and patients with anemia caused by uterine fibroids; and Botox therapeutic. In addition, the company offers ORILISSA, a nonpeptide small molecule gonadotropin-releasing hormone antagonist for women with moderate to severe endometriosis pain; Duopa and Duodopa, a levodopa-carbidopa intestinal gel to treat Parkinson's disease; Lumigan/Ganfort, a bimatoprost ophthalmic solution for the reduction of elevated intraocular pressure (IOP) in patients with open angle glaucoma (OAG) or ocular hypertension; Ubrelvy to treat migraine with or without aura in adults; Alphagan/ Combigan, an alpha-adrenergic receptor agonist for the reduction of IOP in patients with OAG; and Restasis, a calcineurin inhibitor immunosuppressant to increase tear production, as well as other eye care products. AbbVie Inc. has a research collaboration with Dragonfly Therapeutics, Inc. The company was incorporated in 2012 and is headquartered in North Chicago, Illinois.",Robert A. Michael CPA,Healthcare,US,55000,847 932 7900,1 North Waukegan Road,North Chicago,IL,60064-6400,https://images.financialmodelingprep.com/symbol/ABBV.png,2013-01-02,False,False,True,False,False
EPD,30.9599,67035844187,0.645,2.14,27.77-34.63,-0.0801,-0.25805,1778616,4082709.0,Enterprise Products Partners L.P.,USD,0001061219,US2937921078,293792107,New York Stock Exchange,NYSE,Oil & Gas Midstream,https://www.enterpriseproducts.com,"Enterprise Products Partners L.P. provides midstream energy services to producers and consumers of natural gas, natural gas liquids (NGLs), crude oil, petrochemicals, and refined products. The company operates through four segments: NGL Pipelines & Services, Crude Oil Pipelines & Services, Natural Gas Pipelines & Services, and Petrochemical & Refined Products Services. The NGL Pipelines & Services segment offers natural gas processing and related NGL marketing services. It operates 19 natural gas processing facilities located in Colorado, Louisiana, Mississippi, New Mexico, Texas, and Wyoming; NGL pipelines; NGL fractionation facilities; NGL and related product storage facilities; and NGL marine terminals. The Crude Oil Pipelines & Services segment operates crude oil pipelines; and crude oil storage and marine terminals, which include a fleet of 255 tractor-trailer tank trucks that are used to transport crude oil. It also engages in crude oil marketing activities. The Natural Gas Pipelines & Services segment operates natural gas pipeline systems to gather, treat, and transport natural gas. It leases underground salt dome natural gas storage facilities in Napoleonville, Louisiana; owns an underground salt dome storage cavern in Wharton County, Texas; and markets natural gas. The Petrochemical & Refined Products Services segment operates propylene fractionation and related marketing activities; butane isomerization complex and related deisobutanizer operations; and octane enhancement and high purity isobutylene production facilities. It also operates refined products pipelines and terminals; and ethylene export terminals, as well as provides refined products marketing and marine transportation services. The company was founded in 1968 and is headquartered in Houston, Texas.",A. James Teague,Energy,US,7300,713 381 6500,1100 Louisiana Street,Houston,TX,77002-5227,https://images.financialmodelingprep.com/symbol/EPD.png,1998-07-28,False,False,True,False,False
CHTR,244.855,33444985387,1.051,0.0,243.62-437.06,-0.085,-0.03470238,880665,2184896.0,"Charter Communications, Inc.",USD,0001091667,US16119P1084,16119P108,NASDAQ Global Select,NASDAQ,Telecommunications Services,https://corporate.charter.com,"Charter Communications, Inc. operates as a broadband connectivity and cable operator company serving residential and commercial customers in the United States. The company offers subscription-based video services, including video on demand, high-definition television, digital video recorder, pay-per-view services. It provides Internet services, such as security suite that protects computers from viruses and spyware, and threats from malicious actors; in-home WiFi, which provides customers with high performance wireless routers to enhance their in-home wireless Internet experience; out-of-home WiFi; and Spectrum WiFi services, as well as video services. The company also offers voice communications services using voice over Internet protocol technology; and broadband communications solutions, such as Internet access, data networking, fiber connectivity, video entertainment, and business telephone services to cellular towers and office buildings for business and carrier organizations. In addition, it provides mobile services; offers video programming, static IP and business WiFi, email and security, and multi-line telephone services, as well as Web-based service management; sells local advertising across various platforms for networks, such as TBS, CNN, and ESPN; sells advertising inventory to local sports and news channels; and offers Audience App for optimizes linear inventory. Further, the company offers communications products and managed service solutions; data connectivity services to mobile and wireline carriers on a wholesale basis; and owns and operates regional sports and news networks. It serves approximately 32 million customers in 41 states. The company was founded in 1993 and is headquartered in Stamford, Connecticut.",Christopher L. Winfrey,Communication Services,US,94500,203 905 7801,400 Washington Boulevard,Stamford,CT,06902,https://images.financialmodelingprep.com/symbol/CHTR.png,2010-01-05,False,False,True,False,False
PFGC,101.235,15834192266,1.089,0.0,68.395-109.05,-0.175,-0.17257,95109,1513401.0,Performance Food Group Company,USD,0001618673,US71377A1034,71377A103,New York Stock Exchange,NYSE,Food Distribution,https://www.pfgc.com,"Performance Food Group Company, through its subsidiaries, markets and distributes food and food-related products in the United States. It operates through three segments: Foodservice, Vistar, and Convenience. The company offers a range of frozen foods, groceries, candy, snacks, beverages, cigarettes, and other tobacco products; beef, pork, poultry, and seafood; and health and beauty care products. It also sells disposables, cleaning and kitchen supplies, and related products. In addition, the company offers value-added services, such as product selection and procurement, menu development, and operational strategy. It serves independent and chain restaurants, schools, business and industry locations, hospitals, vending distributors, office coffee service distributors, retailers, convenience stores, theaters, hospitality providers, concessionaires, airport gift shops, college bookstores, corrections facilities, and impulse locations, as well as franchises and other institutional customers. Performance Food Group Company was founded in 1885 and is headquartered in Richmond, Virginia.",George L. Holm,Consumer Defensive,US,36630,804 484 7700,12500 West Creek Parkway,Richmond,VA,23238,https://images.financialmodelingprep.com/symbol/PFGC.png,2015-09-30,False,False,True,False,False
AAL,12.7001,8379892010,1.366,0.0,8.5-19.1,0.6101,5.04632,56111222,74009365.0,American Airlines Group Inc.,USD,0000006201,US02376R1023,02376R102,NASDAQ Global Select,NASDAQ,"Airlines, Airports & Air Services",https://www.aa.com,"American Airlines Group Inc., through its subsidiaries, operates as a network air carrier. The company provides scheduled air transportation services for passengers and cargo through its hubs in Charlotte, Chicago, Dallas/Fort Worth, Los Angeles, Miami, New York, Philadelphia, Phoenix, and Washington, D.C., as well as through partner gateways in London, Madrid, Seattle/Tacoma, Sydney, and Tokyo. As of December 31, 2021, it operated a mainline fleet of 865 aircraft. The company was formerly known as AMR Corporation and changed its name to American Airlines Group Inc. in December 2013. American Airlines Group Inc. was founded in 1930 and is headquartered in Fort Worth, Texas.",Robert D. Isom Jr.,Industrials,US,133100,682 278 9000,1 Skyview Drive,Fort Worth,TX,76155,https://images.financialmodelingprep.com/symbol/AAL.png,2005-09-27,False,False,True,False,False
COF,220.8,141205353600,1.182,2.4,143.22-232.45,0.42,0.19058,1775761,3624818.0,Capital One Financial Corporation,USD,0000927628,US14040H1059,14040H105,New York Stock Exchange,NYSE,Financial - Credit Services,https://www.capitalone.com,"Capital One Financial Corporation operates as the financial services holding company for the Capital One Bank (USA), National Association; and Capital One, National Association, which provides various financial products and services in the United States, Canada, and the United Kingdom. It operates through three segments: Credit Card, Consumer Banking, and Commercial Banking. The company accepts checking accounts, money market deposits, negotiable order of withdrawals, savings deposits, and time deposits. Its loan products include credit card loans; auto and retail banking loans; and commercial and multifamily real estate, and commercial and industrial loans. The company also offers credit and debit card products; online direct banking services; and treasury management and depository services. It serves consumers, small businesses, and commercial clients through digital channels, branches, cafés, and other distribution channels located in New York, Louisiana, Texas, Maryland, Virginia, New Jersey, and California. Capital One Financial Corporation was founded in 1988 and is headquartered in McLean, Virginia.",Richard D. Fairbank,Financial Services,US,53900,703 720 1000,1680 Capital One Drive,McLean,VA,22102,https://images.financialmodelingprep.com/symbol/COF.png,1994-11-16,False,False,True,False,False
CSCO,70.7531,279700939335,0.966,1.63,52.11-72.55,0.0931,0.13176,6188721,19347368.0,"Cisco Systems, Inc.",USD,0000858877,US17275R1023,17275R102,NASDAQ Global Select,NASDAQ,Communication Equipment,https://www.cisco.com,"Cisco Systems, Inc. designs, manufactures, and sells Internet Protocol based networking and other products related to the communications and information technology industry in the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and China. The company also offers switching portfolio encompasses campus switching as well as data center switching; enterprise routing portfolio interconnects public and private wireline and mobile networks, delivering highly secure, and reliable connectivity to campus, data center and branch networks; and wireless products include indoor and outdoor wireless coverage designed for seamless roaming use of voice, video, and data applications. In addition, it provides security, which comprising network security, identity and access management, secure access service edge, and threat intelligence, detection, and response offerings; collaboration products, such as Webex Suite, collaboration devices, contact center, and communication platform as a service; end-to-end collaboration solutions that can be delivered from the cloud, on-premise or within hybrid cloud environments allowing customers to transition their collaboration solutions from on-premise to the cloud; and observability offers network assurance, monitoring and analytics and observability suite. Further, the company offers a range of service and support options for its customers, including technical support and advanced services and advisory services. It serves businesses of various sizes, public institutions, governments, and service providers. The company sells its products and services directly, as well as through systems integrators, service providers, other resellers, and distributors. Cisco Systems, Inc. has strategic alliances with other companies. Cisco Systems, Inc. was incorporated in 1984 and is headquartered in San Jose, California.",Charles H. Robbins,Technology,US,90400,(408) 526-4000,170 West Tasman Drive,San Jose,CA,95134-1706,https://images.financialmodelingprep.com/symbol/CSCO.png,1990-02-16,False,False,True,False,False
HPQ,28.025,26195019374,1.3,1.1576,21.21-39.8,0.365,1.3196,5090256,9939864.0,HP Inc.,USD,0000047217,US40434L1052,40434L105,New York Stock Exchange,NYSE,Computer Hardware,https://www.hp.com,"HP Inc. provides personal computing and other access devices, imaging and printing products, and related technologies, solutions, and services in the United States and internationally. The company operates through three segments: Personal Systems, Printing, and Corporate Investments. The Personal Systems segment offers commercial and consumer desktop and notebook personal computers, workstations, thin clients, commercial mobility devices, retail point-of-sale systems, displays and peripherals, software, support, and services. The Printing segment provides consumer and commercial printer hardware, supplies, solutions, and services. The Corporate Investments segment is involved in the HP Labs and business incubation, and investment projects. It serves individual consumers, small- and medium-sized businesses, and large enterprises, including customers in the government, health, and education sectors. The company was formerly known as Hewlett-Packard Company and changed its name to HP Inc. in October 2015. HP Inc. was founded in 1939 and is headquartered in Palo Alto, California.",Enrique J. Lores,Technology,US,58000,650 857 1501,1501 Page Mill Road,Palo Alto,CA,94304,https://images.financialmodelingprep.com/symbol/HPQ.png,1957-11-06,False,False,True,False,False
TSN,51.71,18344173848,0.56,2.0,51.07-65.95,-1.01,-1.91578,839010,2713643.0,"Tyson Foods, Inc.",USD,0000100493,US9024941034,902494103,New York Stock Exchange,NYSE,Agricultural Farm Products,https://www.tysonfoods.com,"Tyson Foods, Inc., together with its subsidiaries, operates as a food company worldwide. It operates through four segments: Beef, Pork, Chicken, and Prepared Foods. The company processes live fed cattle and live market hogs; fabricates dressed beef and pork carcasses into primal and sub-primal meat cuts, as well as case ready beef and pork, and fully cooked meats; raises and processes chickens into fresh, frozen, and value-added chicken products; and supplies poultry breeding stock; sells specialty products, such as hides and meats. It also manufactures and markets frozen and refrigerated food products, including ready-to-eat sandwiches, flame-grilled hamburgers, Philly steaks, pepperoni, bacon, breakfast sausage, turkey, lunchmeat, hot dogs, flour and corn tortilla products, appetizers, snacks, prepared meals, ethnic foods, side dishes, meat dishes, breadsticks, and processed meats under the Jimmy Dean, Hillshire Farm, Ball Park, Wright, State Fair, Aidells, and Gallo Salame brands. The company also offers its products under Tyson and ibp brands. It sells its products through its sales staff to grocery retailers, grocery wholesalers, meat distributors, warehouse club stores, military commissaries, industrial food processing companies, chain restaurants or their distributors, live markets, international export companies, and domestic distributors who serve restaurants and food service operations, such as plant and school cafeterias, convenience stores, hospitals, and other vendors, as well as through independent brokers and trading companies. The company was founded in 1935 and is headquartered in Springdale, Arkansas.",Donnie D. King,Consumer Defensive,US,138000,479 290 4000,2200 West Don Tyson Parkway,Springdale,AR,72762-6999,https://images.financialmodelingprep.com/symbol/TSN.png,1980-03-17,False,False,True,False,False
INTC,37.55,164351968103,1.33,0.125,17.67-39.65,0.63,1.70639,37409153,126040262.0,Intel Corporation,USD,0000050863,US4581401001,458140100,NASDAQ Global Select,NASDAQ,Semiconductors,https://www.intel.com,"Intel Corporation engages in the design, manufacture, and sale of computer products and technologies worldwide. The company operates through CCG, DCG, IOTG, Mobileye, NSG, PSG, and All Other segments. It offers platform products, such as central processing units and chipsets, and system-on-chip and multichip packages; and non-platform or adjacent products, including accelerators, boards and systems, connectivity products, graphics, and memory and storage products. The company also provides high-performance compute solutions for targeted verticals and embedded applications for retail, industrial, and healthcare markets; and solutions for assisted and autonomous driving comprising compute platforms, computer vision and machine learning-based sensing, mapping and localization, driving policy, and active sensors. In addition, it offers workload-optimized platforms and related products for cloud service providers, enterprise and government, and communications service providers. The company serves original equipment manufacturers, original design manufacturers, and cloud service providers. Intel Corporation has a strategic partnership with MILA to develop and apply advances in artificial intelligence methods for enhancing the search in the space of drugs. The company was incorporated in 1968 and is headquartered in Santa Clara, California.",Lip-Bu Tan,Technology,US,108900,408 765 8080,2200 Mission College Boulevard,Santa Clara,CA,95054-1549,https://images.financialmodelingprep.com/symbol/INTC.png,1980-03-17,False,False,True,False,False
AVGO,344.735,1619646371947,1.208,2.36,138.1-374.23,4.435,1.30326,5112007,22777687.0,Broadcom Inc.,USD,0001730168,US11135F1012,11135F101,NASDAQ Global Select,NASDAQ,Semiconductors,https://www.broadcom.com,"Broadcom, Inc. is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions. The company is headquartered in San Jose, California and currently employs 19,000 full-time employees. The firm operates through four segments: Wired Infrastructure, Wireless Communications, Enterprise Storage, and Industrial & Other. The company offers a range of products that are used in end-products, such as enterprise and data center networking, home connectivity, set-top boxes, telecommunication equipment, smartphones, data center servers and storage systems, factory automation, power generation and alternative energy systems, and electronic displays. Its product portfolio ranges from discrete devices to complex sub-systems that include multiple device types, and also includes firmware for interfacing between analog and digital systems. Its products include mechanical hardware that interfaces with optoelectronic or capacitive sensors.",Hock E. Tan,Technology,US,37000,408 433 8000,3421 Hillview Ave,Palo Alto,CA,94304,https://images.financialmodelingprep.com/symbol/AVGO.png,2009-08-06,False,False,True,False,False
PAA,16.725,11762766960,0.712,1.4575,15.58-21,0.215,1.30224,2931064,2892554.0,"Plains All American Pipeline, L.P.",USD,0001070423,US7265031051,726503105,NASDAQ Global Select,NASDAQ,Oil & Gas Midstream,https://www.plainsallamerican.com,"Plains All American Pipeline, L.P., through its subsidiaries, engages in the pipeline transportation, terminalling, storage, and gathering of crude oil and natural gas liquids (NGL) in the United States and Canada. The company operates in two segments, Crude Oil and NGL. The Crude Oil segment offers gathering and transporting crude oil through pipelines, gathering systems, trucks, and at times on barges or railcars. This segment provides terminalling, storage, and other facilities-related services, as well as merchant activities. As of December 31, 2021, this segment owned and leased 18,300 miles of active crude oil transportation pipelines and gathering systems, as well as an additional 110 miles of pipelines that supports crude oil storage and terminalling facilities; 74 million barrels of commercial crude oil storage capacity; 38 million barrels of active, above-ground tank capacity; four marine facilities; a condensate processing facility; seven crude oil rail terminals and 2,100 crude oil railcars; and 640 trucks and 1,275 trailers. The Natural Gas Liquids segment engages in the natural gas processing, NGL fractionation, storage, transportation, and terminalling activities. As of December 31, 2021, this segment owned and operated four natural gas processing plants; nine fractionation plants; 28 million barrels of NGL storage capacity; approximately 1,620 miles of active NGL transportation pipelines, as well as an additional 55 miles of pipeline that supports NGL storage facilities; 16 NGL rail terminals and approximately 3,900 NGL rail cars; and approximately 220 trailers. The company was founded in 1981 and is headquartered in Houston, Texas. Plains All American Pipeline, L.P. operates as a subsidiary of Plains GP Holdings, L.P.",Wilfred C.W. Chiang,Energy,US,4200,713 646 4100,333 Clay Street,Houston,TX,77002,https://images.financialmodelingprep.com/symbol/PAA.png,1998-11-18,False,False,True,False,False
BMY,43.915,89386164826,0.344,2.48,42.96-63.33,-0.475,-1.07006,5438971,13903093.0,Bristol-Myers Squibb Company,USD,0000014272,US1101221083,110122108,New York Stock Exchange,NYSE,Drug Manufacturers - General,https://www.bms.com,"Bristol-Myers Squibb Company discovers, develops, licenses, manufactures, and markets biopharmaceutical products worldwide. It offers products for hematology, oncology, cardiovascular, immunology, fibrotic, neuroscience, and covid-19 diseases. The company's products include Revlimid, an oral immunomodulatory drug for the treatment of multiple myeloma; Eliquis, an oral inhibitor for reduction in risk of stroke/systemic embolism in NVAF, and for the treatment of DVT/PE; Opdivo for anti-cancer indications; Pomalyst/Imnovid indicated for patients with multiple myeloma; and Orencia for adult patients with active RA and psoriatic arthritis. It also provides Sprycel for the treatment of Philadelphia chromosome-positive chronic myeloid leukemia; Yervoy for the treatment of patients with unresectable or metastatic melanoma; Abraxane, a protein-bound chemotherapy product; Reblozyl for the treatment of anemia in adult patients with beta thalassemia; and Empliciti for the treatment of multiple myeloma. In addition, the company offers Zeposia to treat relapsing forms of multiple sclerosis; Breyanzi, a CD19-directed genetically modified autologous T cell immunotherapy for the treatment of adult patients with relapsed or refractory large B-cell lymphoma; Inrebic, an oral kinase inhibitor indicated for the treatment of adult patients with myelofibrosis; and Onureg for the treatment of adult patients with AML. It sells products to wholesalers, distributors, pharmacies, retailers, hospitals, clinics, and government agencies. The company was formerly known as Bristol-Myers Company. The company was founded in 1887 and is headquartered in New York, New York.",Christopher S. Boerner,Healthcare,US,34100,212 546 4000,430 East 29th Street,Princeton,NY,10016,https://images.financialmodelingprep.com/symbol/BMY.png,1972-06-01,False,False,True,False,False
INGM,21.51,5051494311,2.3125541,0.31,14.25-25.69,0.13,0.60804,127463,323332.0,Ingram Micro Holding Corporation,USD,0001897762,US4571521065,,New York Stock Exchange,NYSE,Information Technology Services,https://www.ingrammicro.com,"Ingram Micro Holding Corporation, through its subsidiaries, engages in the provision of technology services and solutions to vendor, reseller, and retailer partners in North America, Europe, the Middle East, Africa, the Asia-Pacific, Latin America, and internationally. The company provides Ingram Micro Cloud Marketplace service portfolio that consists of third-party cloud-based services or subscription offerings through its Ingram Micro Xvantage platform, as well as offers training, ITAD, reverse logistics, repair and other related solutions, and financial solutions. It also provides client and endpoint solutions, including desktop personal computers, notebooks, tablets, printers, application software, peripherals, accessories, and Ingram Micro branded solutions, as well as components comprising hard drives, motherboards, video cards, etc. for corporate and individual end users. In addition, the company offers enterprise grade hardware and software products, such as servers, storage, networking, infrastructure hardware and software, and hybrid and software-defined solutions, as well as cybersecurity, power and cooling, and virtualization solutions; and DC/POS, physical security, audio visual and digital signage, UCC and telephony, smart office/home automation, and artificial intelligence products. Further, it provides third-party cloud-based services and subscriptions, including business applications, security, communications and collaboration, cloud enablement solutions, and infrastructure-as-a-service solutions; and operates CloudBlue digital commerce platform that offers multi-channel and multi-tier catalog management, subscription management, billing, and orchestration solutions through a SaaS model. The company was founded in 1979 and is headquartered in Irvine, California.",Paul D. Bay,Technology,US,23500,714 566 1000,3351 Michelson Drive,Irvine,CA,92612,https://images.financialmodelingprep.com/symbol/INGM.png,2024-10-24,True,False,True,False,False
